day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
24,1023.6,24.2,20.8,18.2,9.8,39,49,10.2,60,38.3,0
25,1020.9,24.9,18.1,15.8,17.3,72,40,10.1,10,19.8,0
26,1013.9,24.6,22.3,20.7,19.9,91,82,0,80,27.4,1
27,1015.6,21.9,20.4,18.5,18.4,79,45,7.8,40,9.2,0
28,1024.6,16.1,13,13.5,11.9,76,89,0,200,33.2,0
29,1017.6,24.8,21.3,19.8,20.1,91,89,0.2,50,37.5,1
30,1015.4,24.9,21.5,19.5,19.5,77,55,7.6,10,17.2,0
31,1017.1,21.9,20,19.7,17.3,91,94,0,70,28.4,1
32,1017.6,23.9,21.1,19.9,19,89,88,0.2,80,14.5,1
33,1013.1,22.9,20.7,19.2,19.9,95,95,0,30,22.6,1
34,1019.5,21.5,20.9,17.7,16.6,79,47,6.8,70,9.1,1
35,1019.9,25.9,22.9,18.1,16.1,90,89,2,40,28.9,1
36,1017,22.4,20.2,18.5,13.1,76,69,7.6,40,11.3,0
37,1017.5,23.1,19.9,17.4,16.8,80,88,0,50,39.5,1
265,1020.6,18.4,17.1,16.9,15,75,86,0,40,24.9,1
39,1014.9,23.3,21.6,20.9,20.9,87,88,0,60,15.1,1
40,1014,23,21.1,20.6,19.1,80,87,0.1,70,14.5,1
41,1020.3,17.4,15.1,14.5,9.4,75,49,10,20,24.8,0
42,1024.2,24,18.3,15.3,6.8,77,75,5.7,60,21.6,0
43,1021.4,20.9,17.2,15.3,13.3,78,88,0.9,30,29.8,1
44,1015.2,18.2,17.3,16.3,14.6,75,88,2.5,40,20.2,1
45,1024.5,18.9,18.4,15,13,72,65,5.9,20,28,0
46,1018.9,20.2,19.9,18.1,18.2,90,90,1,40,22.5,1
47,1019,20.7,20,18.2,18.9,92,88,0.2,40,15,1
48,1013.3,17.1,17.2,15.2,14.8,87,90,0.2,20,25.1,1
49,1017.7,20.4,18.1,17.1,14.9,90,88,0,70,35.3,1
50,1022.2,15.1,12.4,10.8,9.6,74,83,1.2,20,8.3,1
51,1013.9,18.6,17.1,16.4,13.8,95,96,1.1,70,33.5,1
52,1016.7,17.4,17.6,16.4,16.3,96,100,0.2,50,16.1,1
53,1022.6,16.4,15.3,14.2,13.6,93,93,0.2,20,17.3,1
54,1024.3,15.5,13.7,11.6,9.1,79,88,0.2,40,14.6,1
55,1022.3,17.5,18.2,16.9,14.3,92,96,0,40,19,1
56,1023.9,14.7,12.9,11.9,11.6,97,95,0.9,70,24.5,1
57,1012.2,20.6,19,17.1,18.9,95,93,0,70,39.5,1
58,1012.4,20.1,18.6,17.1,15.6,92,87,0.3,50,22.4,1
59,1018.7,21.6,19.7,19.6,17,81,88,0,50,37.7,1
60,1016.9,22.2,21.8,20.3,19.7,92,85,0.2,50,12.6,1
61,1017.8,16.3,15.3,14.2,12.9,97,95,0,40,30.3,1
62,1013.4,19,17.6,16.9,16.9,97,95,0,50,20.3,1
63,1015.5,19.9,18.1,18.1,17.1,96,92,0.2,40,14.1,1
64,1016.8,18.4,17.3,16.1,16.2,95,95,0,50,20,1
65,1016,21.8,19.4,17.6,16.7,70,49,11,20,37.5,0
66,1023.2,16.3,15.7,15.5,9.8,59,88,0.1,40,16,1
67,1018.9,22.3,20.8,19.2,16.1,79,88,0,70,33.4,1
68,1020.9,22.8,18.6,16.9,13,73,19,2.4,20,14.8,0
69,1017.8,20.1,20.1,19.6,19.8,92,83,0.3,50,16.1,1
70,1016,21.4,19.3,18.3,18.2,75,20,9.8,60,9,0
71,1016.8,20.2,18.1,16.6,16.6,95,95,0,50,25.1,1
72,1018.4,18.3,17.8,14.5,16.2,95,96,0.3,20,9.1,1
73,1017.1,26,22.6,20.3,21.4,85,89,0.5,30,18,1
74,1015.3,23.6,22.5,20,21.3,85,80,0,40,7.9,1
75,1017.1,21.3,20.8,19.2,17.8,83,84,0.6,80,37.9,0
76,1013.3,25.9,23.1,21.5,21.4,91,88,1.4,50,33.2,1
77,1014.4,26.6,23.3,22.3,21.9,91,91,2.1,40,16,1
78,1021.2,26.2,24.8,21.2,12.4,77,62,10,60,39.5,1
79,1013.8,24.8,24.3,23.7,23.2,93,100,0.2,100,41.4,1
80,1011.7,26.1,21,19.7,16.9,85,79,5,70,22,1
81,1011.4,16.3,15.3,13.6,11.6,76,79,2.2,30,35.6,0
82,1019.8,28.1,25.4,23.6,22.3,92,88,0.8,120,21.9,1
83,1006.9,21.9,20.1,19.8,19.5,92,90,0.2,20,20.5,1
84,1008.4,21.3,19.3,17.7,17.6,75,83,9.2,50,27.6,1
85,1009.9,26.4,24.8,22.7,21.3,90,83,3.7,100,25,1
86,1014.2,26.3,23.1,21,22.3,97,93,0,50,8.6,1
87,1012.1,27.9,25.8,24.1,23.3,89,84,2.1,80,14.2,1
88,1011.7,25.2,24,23.1,22.8,89,81,0.3,180,30.6,1
89,1013,27,25.9,23.6,21.9,91,88,1.1,60,27.9,1
90,1008.5,27.9,25.3,23.3,23.2,93,88,0.3,40,14.3,1
91,1010.7,24.8,22.8,21.8,19.8,91,88,0,50,27.3,1
92,1017,26.7,24.8,23.7,23.1,87,89,0.2,80,17.3,0
93,1013.3,25.3,23.1,21,21.4,89,88,1.5,80,28,1
94,1014.4,26.8,23.8,20.4,22.3,90,83,1.3,70,17.5,1
95,1011.5,27.6,25.5,24.4,23.1,90,88,1.8,40,22.6,1
96,1007.8,28.2,26.2,24.1,24.2,89,84,2.5,40,15.4,1
97,1006.4,26.9,25.9,24.7,22.3,87,81,1.1,70,28.8,1
98,1015,28.4,25.5,24.7,24.1,97,88,1,50,30,1
99,1005.6,28.1,25.1,23.1,21.6,82,80,2.5,220,13.8,1
100,1012.7,29.1,26.8,25.4,23.7,87,82,2.5,100,16.5,1
101,1016,26.3,24.7,24.5,23.6,90,83,0.1,200,20.9,1
102,1012.5,26.3,25.2,24.7,22.9,93,88,0.1,30,13.4,0
103,1014.5,28.6,25.6,24.7,21,87,89,2.1,30,35.3,1
104,1012.6,28.8,25.3,24.7,22,89,83,1,60,15,1
105,1017.1,27.6,25.8,24.5,24.8,84,85,1.8,80,27.4,1
106,1012.3,30.2,27.9,25.4,23.1,84,83,2.6,230,12,1
107,1008.8,27.8,26.5,25,25,93,86,0,190,14.5,1
108,1009.9,30.3,27.9,26.2,24.9,84,85,3.1,190,16,1
109,1009.4,29.3,27.9,26,25,89,88,2.2,170,20,1
110,1012.6,28.8,25.7,23.9,23.4,89,88,0.4,200,22,1
111,1009.5,28.4,26.2,24.7,23.2,84,75,7.2,70,25.1,1
112,1010.4,28.1,26.4,25.5,21.1,80,78,5.4,40,12.6,1
113,1010.3,28.7,26.8,24.8,23.1,90,81,2.3,70,23.3,1
114,1013,28.8,25.6,23.6,21.6,91,90,1.3,80,24.9,0
115,1012.3,30.8,27.4,26.8,24.5,84,81,2.3,100,14.3,1
80,1011.5,29.8,26.8,25.1,23.2,87,81,2.5,20,12.7,1
117,1011.6,28.4,26.1,24.8,25.3,85,83,3.7,60,14.3,1
118,1013,28.6,25.5,24.8,22.2,76,74,6,60,9.2,1
119,1013,26.2,24.4,23.1,19.8,79,70,6,70,31.9,1
120,1008.3,28.8,27.1,24.1,25.1,94,88,1,190,16.9,1
121,1005.9,28.7,28.4,26.5,24.4,81,82,0.4,220,15.2,1
122,1008.4,30.8,27.6,25.8,24.2,81,88,0.4,210,13,1
123,1008.5,30.6,28.3,26.4,25.3,81,78,4.5,30,16.5,1
124,1013,28.7,26.9,24.8,22,81,61,7.2,50,7.4,1
125,1013,28.7,26.1,24.8,23.1,92,78,1,70,15.8,1
126,1010.6,27.8,26.7,25.3,25.2,90,86,1.2,190,15.1,1
127,1009.3,30.8,27.7,25.4,25.4,87,88,0.9,220,11.9,1
128,1008.4,28.1,26.8,25.2,25.5,85,83,3.7,210,16,1
129,1008.1,30.7,27.2,25.8,25.8,81,87,8.3,230,15.7,1
130,1008.8,30.6,27.3,24.3,25.9,87,83,2.2,180,26.9,1
131,1008.5,31,29.9,26.5,26,85,88,1.5,230,27,1
132,1008.1,32.8,29.9,26.7,24.6,84,78,2.9,220,25.1,1
133,1009.8,33,30,27.9,26,79,86,3.3,220,27.6,1
134,1008.5,31.2,28,26.8,26.4,86,88,1.2,220,13.2,1
135,1006.8,33.1,30,28.9,26.2,90,82,3.1,80,22.9,1
136,1006.6,32.9,29.3,27.1,23.2,87,80,4.2,230,20.5,1
137,1010.5,33.1,29.8,28.1,25.1,79,69,3.1,50,18.8,0
138,1007.9,31.1,28.9,26.9,26.4,85,85,4.4,180,14.6,1
139,1008.2,32.3,29,27.8,25.3,86,72,7.6,20,9.2,1
140,1008.6,32,29.9,26,25.1,76,77,10.4,220,38,0
141,1008.9,30.8,28.8,26.4,25.4,98,93,0.6,170,25.1,1
142,1008.1,32.8,29,27.4,26.6,82,88,0.2,220,38.3,1
143,1006.5,33.8,30,27,25,69,70,6.9,220,23.9,1
144,1008.5,31,28.3,26.8,24.4,65,49,11.8,220,9.1,0
145,1006.8,33,30.1,28,24.8,75,69,10.1,230,12.6,0
146,1008.2,33.3,30.3,28.7,25.8,78,32,11.8,200,9.1,0
147,1008.5,29.1,26.2,24.8,24.9,58,48,8.4,70,23.7,1
148,1008.2,32.3,30.1,28.4,26.4,81,30,11.5,230,39.3,0
149,1009.9,32.4,30.2,29,24.3,79,32,1.5,220,30.4,0
150,1008.5,33.9,30,28.1,25.4,80,79,5.7,200,39.9,1
151,1009.8,33,30.4,27.9,26.2,79,21,8.5,220,50.6,0
152,1010,34.2,30.8,28.2,26.2,84,57,5.9,130,24.4,1
153,1007.7,32,30.4,28.3,25.4,74,46,10.3,190,19,0
154,1006.1,33.3,30.5,28.8,25.4,78,66,6.5,80,9.9,1
155,1008.2,34,30.2,28.2,26.5,81,79,6.8,290,43.8,1
156,1008.1,34,30.8,28.7,25.2,74,22,11.8,240,12.5,0
236,1005,35.3,31,26.4,26.4,74,49,10.8,230,28.6,1
158,1008.9,33.4,30.4,28.6,25.7,82,72,7.7,60,40.8,0
159,1005.3,32,29.2,26.2,26.3,87,85,1.5,220,4.5,1
160,1009.5,32.8,30.1,28.1,26.1,75,61,7.2,110,9.2,1
161,1009.3,31.7,29.4,27.6,25.6,84,86,1.6,190,21.6,1
162,1007.8,32.9,30.1,28.1,25.7,79,72,8.8,200,16.2,1
163,1006.6,32.9,29.7,27.3,25,81,75,2.1,220,19.8,1
164,1008.5,35.1,30.8,28,25.9,75,32,9.5,220,12.6,0
165,1005.5,33,30,27.4,25,74,29,10,190,22.6,0
166,1010.3,32.8,29.2,27.9,25.2,84,85,2.1,100,13,1
167,1007.7,31.1,28.6,26.8,25.4,81,88,3.8,180,11.3,1
168,1008.8,31,28.4,27.4,25.4,82,88,7,220,13.6,1
169,1001,32.1,30,28.1,25.8,75,78,8.3,230,14.3,0
170,1000.1,33.7,30.1,28.6,24.8,75,48,7,70,28.5,1
171,999,35,31.5,28.2,25.3,76,38,10,280,30,0
172,1005.4,30.8,28.9,26,25.5,88,88,1.9,240,29,1
173,1003.8,31.3,28.1,26.5,25.6,85,87,0.1,220,29.6,1
174,1005.9,31.3,28.7,26.5,26.3,93,88,0.1,130,27,1
175,1008.1,35,31,28.4,25,75,78,9,280,18,0
176,1000.7,30.4,28.6,25.4,25.5,84,84,5.7,220,11.7,1
177,1009.7,32.8,29.6,27.6,25.8,79,76,7.1,210,18.8,1
178,1008.8,31.4,28.7,27,25.4,81,84,1.8,200,12.8,1
179,1008.6,30.6,28.6,26.9,25,86,88,0.4,250,21.9,1
180,1007.6,32.2,29.2,26.2,25.9,86,82,1.2,180,14.6,1
181,1008.1,32,29.6,27.8,25.3,80,69,6,230,12.8,1
182,1010.5,32,29.1,27,25,85,83,6.5,250,21.9,0
183,1008.5,29.2,27.8,26.6,25.4,89,81,6.4,190,23.9,1
184,1005.2,32.9,29.9,26.8,26.1,75,71,7.6,230,13.3,1
185,1009.1,33.1,30.8,28.4,24.9,76,30,9.4,220,11.9,0
186,1007.8,31.4,30.6,28.9,24.8,78,58,10.3,220,15.1,0
187,1005.9,33.2,30.1,27.9,24.8,72,28,11.8,130,14.6,0
188,1008.3,33.2,30,28.8,25.2,81,77,7.8,220,22.5,1
189,1009.5,33.3,30,27.8,25.8,79,43,9.5,220,11.2,0
4,1007.9,33,30.1,27.8,25.1,78,67,5.7,220,12.5,1
191,1005.7,31,29.2,27.8,26.2,83,83,4.7,60,14.8,1
192,1008,33,30.2,28.4,25.2,78,69,10.8,220,12,0
193,1005.9,33.3,30.6,28.2,25.6,84,81,3,240,12.9,1
194,1006.1,32.3,30,28.1,24.7,79,57,6.1,210,20.2,0
195,1007.9,32.3,29.1,28.9,26.4,79,78,8.2,270,25.1,1
16,1008.4,32.3,29,26.5,24.4,79,40,11.2,220,12.4,0
197,1008.4,34.4,30.1,28.5,25.6,72,41,10.4,20,4.4,0
198,1008.1,33.1,30.1,28.1,25.8,75,46,10.2,240,4.5,0
199,1003.4,33.2,30.6,28,24.4,74,47,10,60,14.8,0
200,1009.6,34,30,26.5,24.3,80,63,6.8,190,7.9,1
201,1011.4,35.6,31,27.8,24.6,77,47,6.3,220,25.2,1
202,1008.4,33.3,30.6,28.4,24.2,72,54,10.1,200,9.5,0
203,1011.4,31.4,28.9,26.7,24.5,81,88,2.2,100,22.5,1
204,1008,31,28.4,26.3,25.3,85,88,1.9,40,13,1
205,1009.9,31.8,28,26.6,24.8,84,78,4.1,290,8.1,1
206,1000,31.4,28,26.9,24.7,79,84,2.9,220,23.9,1
207,1005.7,30.5,27.1,25,24.3,87,79,5.9,230,12.8,1
208,1008.3,30.8,27,25.8,24.2,84,85,2.4,210,13.1,1
209,1007.4,33.7,30.2,27,26.1,89,87,0.6,230,11,1
210,1008.1,33.7,30.3,27.8,24.3,72,29,5.9,10,9.2,0
211,1009.3,32.8,29.7,28.1,24.5,78,78,8.6,230,25.2,1
212,1011.3,32.4,28.1,26.8,24.5,77,54,9.9,100,20,1
213,1008.2,30.6,28.4,26.3,25.3,81,82,2.8,220,25.5,1
214,1008.5,35,31.3,27.8,25.3,75,30,9.1,130,9.2,0
215,1000,32.3,28,27.3,26.2,89,80,6.1,210,25.1,1
216,1008.1,31.7,29.1,26.5,26,82,85,0.4,230,25.9,1
217,1008.3,29.1,27.9,25.8,23.2,72,69,7.1,70,25.9,1
5,1005.7,31.7,28.5,27.3,24.3,76,49,7.2,240,15.1,1
219,1008.1,32,28.1,26.8,25.4,84,78,4.6,220,15.7,1
220,1001.4,32.7,29.7,27.3,25.1,78,67,5.4,220,11.7,1
221,1006.8,30.5,27,25.2,25.2,86,87,0.4,230,22.3,1
222,1005.7,32.4,29.4,28.2,26.6,81,78,6,220,20.5,1
223,1008.5,30.3,27.6,25.1,26.4,89,80,4,70,10.3,1
6,1002.5,32,28.9,26.4,24.9,84,73,8.4,20,9.5,1
225,1008.9,29.9,26.6,25.9,23.2,85,82,2.1,120,7.9,1
226,1011.5,28.6,26.8,24.5,23.2,80,88,1.2,60,6.6,1
227,1010.2,32,27.1,24.8,25.9,82,49,6.1,250,12,1
228,1005.5,27.9,26.7,25.3,25.2,93,88,0,230,19.8,1
229,1009.2,28.1,26.4,25.3,24.7,81,84,1.4,190,21.5,1
230,1009.7,32.3,29,28,25.9,81,84,2.5,220,14.5,1
231,1012.4,32.8,29.3,26.8,24.1,86,78,2.3,220,25,1
232,1010.9,29.2,26.4,24.8,25.5,88,83,2.3,130,28,1
233,1008.5,30.7,28.8,25.8,23,79,84,2.5,50,11.3,1
234,1008.6,31,27.1,25.8,25,77,70,6.4,180,15.3,0
235,1010.5,30.6,28,26.9,25,84,57,3.9,180,13.6,1
236,1011.1,33.7,30.2,27.6,25.8,75,39,9.1,130,30.5,0
237,1006.2,32.4,29.1,26.8,22.9,77,59,3.5,220,12.3,0
238,1007.9,31.4,28.7,26.5,24.1,87,83,3,80,37.5,1
239,1009.4,31.9,28.6,26.5,22.1,83,83,3.4,80,34,1
240,1013.2,31.3,28.9,26.2,25.6,81,82,3.2,220,22.9,1
241,1015,30.7,27,25.5,21.4,76,49,8.8,90,21.3,0
242,1015,31.9,28.4,26.4,24.9,74,67,8,40,38,1
243,1008.9,31.2,28.3,26.7,25.3,83,85,2.2,240,39.7,1
244,1007.6,31,28.7,25.8,22.1,76,83,2,220,34,1
245,1010.2,31.7,28.2,25.9,23.8,79,88,1.6,70,22,1
246,1012.8,30.7,27.7,26,23.6,75,43,7.2,90,25.1,0
247,1008.1,31,28.2,26.9,24.8,75,78,2,200,36,1
248,1005.8,31.7,28.7,26.2,25.8,79,73,7.9,220,29.6,0
249,1006.4,31,28.4,26.1,26,87,81,3.5,220,34.8,1
250,1010.5,30.8,28.2,26.1,25.2,83,81,2.1,140,25.1,1
251,1011.4,31.7,28,26.9,23.7,75,54,6,20,9.1,0
151,1008.4,32.8,29.4,27,24.3,74,27,10.6,220,12.4,0
253,1010,31.5,29.8,27.4,20.4,77,60,10.2,20,20.9,0
254,1013.3,29.4,27.7,25.8,24.5,84,77,1.8,80,34.8,1
255,1009.5,31.5,28.8,26.6,25.7,87,81,4.7,200,12.6,1
256,1014.2,30.9,28.1,25.2,25.2,84,60,11.1,140,12.9,0
257,1013.7,31,28.1,26.8,24.9,81,84,1,210,50.6,1
81,1011.9,31.9,28,25.8,25.6,81,89,1.1,100,24,1
259,1011.2,29.8,26.4,24.4,23.1,80,51,6.1,220,7.9,1
260,1008.1,28.1,27.9,25.3,22.2,79,84,2,10,50.6,1
261,1012.2,28.4,26.9,24.3,23.3,79,47,8.4,240,7.9,0
262,1010,29.7,26.4,24.4,23.1,82,88,4.5,40,13.7,1
263,1005.5,27.5,25.6,24.5,24.2,92,91,2.3,230,23.3,1
264,1017,30.1,27.8,26.1,24.7,74,72,11.1,60,18.4,0
265,1016.4,31.9,28.1,26.3,23.4,79,47,9.1,40,43.1,0
266,1013.1,24.6,23.1,21,20.7,91,88,0,70,46.3,1
267,1018.1,29.4,26.2,24.5,24.7,61,61,6.5,200,39.3,1
268,1018,31.2,26.7,24.7,23.1,78,61,3.9,70,34,0
269,1017.7,29.4,25.9,23.4,20.3,79,74,3.2,70,48,1
270,1017,23.1,21.6,20.5,19.6,78,88,0,70,50.6,1
271,1017,31.7,28.3,25.3,23.4,84,78,4.2,100,11.7,1
272,1017,29.1,27.5,26,20.6,65,51,8.6,80,39.3,0
264,1011.2,26.8,24.5,23.2,23.7,77,56,6,80,37.7,1
274,1016.8,28.4,24.5,22.3,19.4,74,49,6.4,10,21.9,0
275,1008.8,27.6,25,24.5,24.3,62,88,8.2,230,39.5,1
276,1017.1,26.6,24.8,23.9,19.3,75,68,10.1,70,33.4,1
277,1016.7,29.2,25.8,23.1,17.8,67,17,10.2,70,15.7,0
278,1011.6,28.2,25.5,22.8,23.6,76,47,9.4,90,19,1
74,1011.4,29.1,25.8,23.1,19.3,70,32,10.6,10,9.9,0
280,1010.8,22.7,20.9,19.3,18,79,88,0.6,50,18.6,1
281,1011.4,27.5,22.8,22.5,19.4,76,85,2.5,70,32.4,1
282,1013.4,23.6,21.8,19.6,17.3,76,86,2.2,60,19.2,1
283,1012.2,27.6,25.8,24.5,22.3,79,81,2.3,70,21.3,1
284,1019.3,27.5,24.5,22.3,16.8,73,49,9.3,10,21.9,0
285,1012.2,29.7,26.9,24.5,23.3,82,80,3.2,70,21.3,1
7,1012,30.1,26.8,23.3,20.6,70,44,10.2,20,9.5,0
287,1014.6,25.3,23.7,21.1,21.1,76,49,6.5,50,23.7,0
57,1016.2,25.9,23.7,20.1,19.2,82,83,3.4,20,20.5,1
289,1017.1,28.4,25.8,25.5,21.6,82,83,3,80,24.4,0
290,1016,25.4,23.2,21.5,18.6,70,69,6.4,50,28.8,0
291,1012.9,26.5,25.6,24.2,23.4,78,77,2.4,70,17.2,1
292,1014.8,29.2,25.5,23.4,19.9,84,70,6.3,80,13.7,0
293,1016.8,26.2,24.7,22.6,22.8,79,84,4.6,40,21.9,1
75,1014.8,27.1,26.1,24.5,23.1,78,61,7.6,80,13.7,0
295,1016.8,30.7,26.2,24.7,19.9,75,68,9.2,70,16.9,1
296,1015.6,26.3,23.8,21.4,20.9,70,72,8.5,50,35.8,0
297,1018.4,28.2,24.8,22.6,22.8,89,81,2.7,80,28.6,1
298,1017,28.9,25.8,23.3,21.6,86,83,2.6,70,44.7,1
299,1015.6,28.1,25.5,23.4,21.6,87,88,0.3,80,22.9,1
300,1014.7,29.6,26.5,23.8,19.6,90,85,0.5,70,24.9,1
8,1013.7,26.3,24.4,23.3,19.9,91,74,3.1,70,38,0
302,1016.5,29.4,25.8,22.8,16,79,88,0.3,70,9.5,0
303,1016.8,26.7,24.8,23.6,19.4,84,83,0.1,70,8.9,1
304,1016.5,28.5,26.2,24.4,23.1,79,84,2.4,80,19,1
305,1015.2,26.6,24.8,22.3,22.1,87,61,7,40,16.4,1
266,1017.1,28.4,25.4,23.7,22.1,79,83,3.5,80,41.3,1
307,1014,27.4,25.8,24.8,22.9,81,83,7.6,80,21.8,1
308,1016.7,27.5,25,23.1,22.3,76,49,9.5,40,8.5,1
76,1016.7,26.7,23.1,22.3,21.1,81,83,6.9,40,16.6,1
22,1014.2,21.3,20.5,20.5,19.9,91,88,0,70,46.3,1
311,1019.4,21.3,20.9,20.1,19,91,78,0,70,43.1,1
135,1018.1,21,20.8,19.4,19.6,91,88,0,20,16.6,1
111,1017.8,21,20,19.1,19.6,78,87,6.5,50,21.3,1
314,1017.1,20.4,18.4,17.4,15.1,79,88,0,40,37.5,0
112,1019.9,21.9,21,20.4,18,79,84,0,50,25,1
316,1018.7,24.3,20.8,19.2,16.2,78,46,7.7,40,9.1,1
317,1018,21,18.4,16.1,15.5,79,89,0.6,40,12.7,1
318,1018.9,24.8,22.3,20.7,20.8,91,93,0,40,13.7,1
319,1021.3,27.6,23.4,22.4,21.7,75,89,2.3,70,25.5,1
267,1022.5,27.6,25.4,24.3,16.9,75,88,0,10,26.3,1
321,1018.4,22,17.7,15.5,14.9,74,67,5,10,33.2,1
99,1022.5,18.6,17.7,16.9,13.3,75,90,0,60,38,1
323,1018.9,19.3,17.3,16.1,12.9,78,95,0,60,37.9,1
324,1019.9,20.1,20.1,18,17.5,93,88,0,25,15.3,1
325,1022.5,21.2,18.2,16.3,12.1,75,56,0.6,10,10.2,1
9,1022.2,24.4,19.7,18.4,16,83,95,1.2,70,15.5,1
327,1022.6,26,18.8,17.6,15.9,62,86,3.5,60,14.5,1
328,1021.2,19.8,17.9,17.2,14.4,71,95,0,70,40.4,1
329,1020.4,18.4,16.6,15.4,15.6,78,88,0,20,23.5,1
330,1022.1,20.9,17.6,15.1,6.6,74,72,7.7,20,23.7,0
331,1025.9,21.3,19.6,17.7,17.6,75,45,6.5,40,30.5,0
332,1019.5,16.2,15.2,14.6,13.9,90,92,0,70,43.1,1
333,1016.8,20.9,19.3,17.6,15.5,95,92,0,60,44.7,1
116,1022.6,17.2,16.2,15.2,13.1,79,88,0,70,43.1,1
335,1024.3,21.3,19.4,19.4,13.9,91,87,0.4,50,24.4,1
102,1016.8,16.4,15.3,15.3,15.2,86,88,0.1,50,10.9,1
337,1016.8,16.7,15.5,14.2,12.9,79,94,0,40,19,1
338,1020.4,18.4,15.3,14.6,12.9,79,88,0,60,38,1
339,1026.4,18.6,17.3,15.5,12.5,79,86,0.6,20,29.7,1
340,1017.1,17.5,16.6,15.4,15.5,85,92,0,70,39.7,1
341,1025.4,17.4,16.6,15.7,13.5,75,90,1,20,25,1
342,1020.6,20.8,18.4,16.2,7.4,67,88,0,40,27,1
343,1024.4,17.2,15.2,13.3,9.8,75,87,2,20,20.8,1
133,1021.3,17.2,14.9,12.8,11.8,90,88,0.1,50,27.4,1
91,1023.8,21.6,20.4,19.9,17.5,74,79,1.7,40,21.3,1
346,1023.8,19.9,15.5,12.7,8.4,67,72,7,30,19,0
347,1024.3,17.4,17.3,16.3,15.3,89,88,0,40,28.8,1
348,1018.1,17.3,16.5,15.6,15.6,90,91,1,60,39.5,1
349,1020.9,17.8,16.4,15.3,12.8,76,91,0,20,42,0
350,1022.6,21.6,18.8,16.8,13.1,92,82,0.1,50,23.9,1
15,1020.2,17.3,15.3,14.9,13.1,84,88,0,30,28.3,1
352,1019.9,20.7,19.3,17.1,13.3,67,86,0.6,70,33,1
353,1018.1,20.6,18.8,17.2,14.7,75,82,2.4,20,24.9,0
354,1017.6,20.6,18.8,17.1,15.1,75,84,0,40,35.6,1
355,1018.1,23.8,21.2,19.6,19.8,86,83,2.3,80,24.4,1
356,1016.8,21.1,18.8,17.4,15.3,75,88,0,50,30.3,1
357,1022.2,21.6,18.2,16.4,14.6,77,88,0,50,24.8,1
140,1023.2,20.6,17.8,14.4,13.4,75,88,0,20,23.3,1
82,1017.1,18.9,17.5,16.5,16.8,88,91,0,20,30,1
360,1016.8,18.9,17.7,16.9,16.8,96,95,0,50,17.5,1
361,1016.4,16.3,16.6,15.9,15,91,96,0,70,37,1
362,1013.9,18.9,17.1,15.3,16.9,79,94,0,70,24,1
144,1013,22.2,20.5,19.1,17.9,79,81,2.2,70,28.6,1
17,1014.5,18.7,17.6,17,17.4,97,95,0,50,25,1
78,1016.6,21.1,19.1,17.1,13,94,97,0,30,50.6,1
1,1021.9,19.3,18.1,17.3,16.3,95,100,0,70,26.5,1
2,1015.3,21.9,18.7,17.3,16.8,85,95,0,60,21.9,1
3,1017.7,20.9,19.3,18.9,18,87,91,0,70,50.7,1
4,1020,21.1,18.4,16.6,14,75,56,3.3,60,55.5,0
5,1027.1,10.8,7.4,8.1,2.5,61,95,0.1,20,24,1
6,1022.7,15.1,13.3,9.8,11.5,93,100,0,40,24.5,1
7,1027.4,10.4,10.4,8.1,2.2,77,92,0,60,39.5,1
8,1017.8,17.4,13.7,9.8,11.4,98,99,0,50,38.3,1
9,1024.7,10.9,8.9,7,4.6,79,96,0,70,27.9,1
10,1023.8,15.1,13.2,9.6,4,70,61,10.1,20,27.3,0
11,1017.7,14.6,11.6,10,10.9,92,88,0.1,70,50.6,1
12,1019,16.3,12.1,10.3,8.7,66,88,0.2,20,23.4,1
13,1023.9,18.2,17.2,15.4,13.7,69,55,2.4,60,55.5,0
14,1022.9,18.5,16.5,14.7,15,91,93,0,20,25,1
15,1024.3,17.5,13.1,11.4,3.1,58,81,0,20,14.6,1
16,1023.3,15.3,13.3,10.6,3.2,72,22,9.2,20,44.7,0
17,1020.8,16.2,13.1,10.6,1.1,77,60,10.2,20,30.3,0
18,1024.9,15.3,12.8,10,8.6,63,91,0,20,18,1
19,1027.8,19.7,16.7,14.7,11.1,67,44,9.9,20,20.5,0
20,1023.6,12.5,10.4,8.8,6.2,72,20,9.1,20,33.4,0
21,1020.1,13.3,14.4,11.6,10.5,89,85,1.9,20,9.9,1
22,1021.8,21.8,18.4,16.5,14,72,40,10,40,14.6,0
23,1018.7,15.4,13.1,13.4,12.3,95,87,0.3,50,12.4,1
24,1013.4,23.1,21.1,20.7,20.8,98,88,0,50,39.9,1
25,1026.9,19.6,18.6,17.9,12.4,85,88,0.5,20,21.6,1
26,1014.2,18.6,17.1,16.9,16.8,95,95,0,60,27.4,1
27,1017.4,25.3,22.1,20.4,19.6,72,20,10.1,40,15.2,0
28,1020.5,21.8,18.2,15.8,9.7,62,19,9.2,20,26.1,0
29,1019.7,17.6,15.4,14.4,14.3,90,96,0,40,15.5,1
30,1025.8,17.3,15.4,13.3,3.7,64,91,2.4,70,18,0
31,1013.9,20.9,20.6,19.4,19.9,73,83,2,70,14.8,0
32,1016.2,24.8,18.6,17.3,16.5,75,78,1.2,15,22.3,1
33,1016.8,23.4,22.4,20.8,16.5,76,45,9.5,80,39.7,1
